"Store,Dept,lag_1_start,lag_2_start"
"12,81,6519.66,6408.9"
"12,82,17537.23,14411.38"
"12,83,298.58,389.08"
"12,85,1266.25,1647.49"
"12,87,12899.28,12434.99"
"12,90,11093.0,11458.18"
"12,91,5863.39,5666.6"
"12,92,24816.68,24641.14"
"12,93,511.44,511.88"
"12,94,353.7,357.12"
"12,95,36971.46,37322.29"
"12,96,1.0,1.0"
"12,97,2260.16,2032.2"
"12,98,575.06,384.34"
"12,99,29.88,0.0"
"13,1,73165.41,59197.86"
"13,2,71889.05,74957.33"
"13,3,18176.94,16150.25"
"13,4,43265.8,43248.62"
"13,5,46964.71,50482.05"
"13,6,4966.09,5635.58"
"13,7,39941.45,42991.39"
"13,8,37872.71,37159.8"
"13,9,24363.94,36791.7"
"13,10,39956.03,31860.4"
"13,11,21899.45,21601.54"
"13,12,7723.65,8126.71"
"13,13,48124.32,49102.01"
"13,14,23960.58,27829.46"
"13,16,6036.21,6031.43"
"13,17,17360.86,17265.64"
"13,18,43039.87,34064.14"
"13,19,4841.78,3435.04"
"13,20,6565.5,8211.85"
"13,21,7766.34,7672.91"
"13,22,16007.48,16932.22"
"13,23,40228.51,29756.37"
"13,24,17336.4,11116.81"
"13,25,28142.58,15414.37"
"13,26,17971.55,14766.42"
"13,27,4528.05,3532.92"
"13,28,3049.99,2054.61"
"13,29,7365.45,6557.57"
"13,30,4515.37,4304.54"
"13,31,7314.91,4047.61"
"13,32,7868.19,8248.28"
"13,33,16530.94,12401.4"
"13,34,20822.13,19604.0"
"13,35,2676.85,2747.46"
"13,36,1852.7,1332.26"
"13,37,3549.53,3834.13"
"13,38,92092.84,88325.74"
"13,40,77927.39,77052.02"
"13,41,2820.28,2412.5"
"13,42,7707.68,8493.34"
"13,43,1.07,0.0"
"13,44,12780.02,11696.56"
"13,45,23.91,5.97"
"13,46,38219.89,38083.14"
"13,47,-98.0,20.0"
"13,48,1241.0,1681.0"
"13,49,7770.71,9074.94"
"13,50,1486.0,1215.5"
"13,51,7.12,3.56"
"13,52,4738.93,5182.62"
"13,54,16.88,52.84"
"13,55,17414.45,13302.4"
"13,56,1572.62,2188.44"
"13,58,12805.0,9297.97"
"13,59,294.93,388.33"
"13,60,756.0,846.0"
"13,67,14244.82,14744.56"
"13,71,6411.58,7316.44"
"13,72,63039.92,70706.19"
"13,74,26833.9,26904.82"
"13,77,1272.0,0.0"
"13,78,10.0,0.0"
"13,79,49904.89,51108.0"
"13,80,18743.54,19456.14"
"13,81,32497.21,33494.37"
"13,82,31526.31,31664.75"
"13,83,3955.55,4454.05"
"13,85,4671.35,4582.07"
"13,87,19042.89,18904.97"
"13,90,128116.96,130456.3"
"13,91,80238.08,86687.87"
"13,92,183483.92,184451.36"
"13,93,49032.14,55151.64"
"13,94,75470.79,75983.09"
"13,95,127416.33,137768.88"
"13,96,8675.36,10395.52"
"13,97,26894.79,29538.03"
"13,98,17703.39,16457.17"
"13,99,210.0,1130.0"
"14,1,48143.51,34056.51"
"14,2,61378.96,58922.88"
"14,3,8796.57,9296.73"
"14,4,43258.67,40276.57"
"14,5,33972.05,32704.6"
"14,6,4463.68,3283.16"
"14,7,47048.93,36223.7"
"14,8,48336.61,44711.18"
"14,9,22905.37,13149.92"
"14,10,15767.6,15584.84"
"14,11,12906.02,15842.14"
"14,12,4962.44,3838.92"
"14,13,50891.22,49761.38"
"14,14,19284.29,17165.82"
"14,16,2907.19,2428.52"
"14,17,18328.9,17135.92"
"14,18,28427.26,21038.61"
"14,19,2465.33,2342.98"
"14,20,7361.76,7856.69"
"14,21,6759.95,6395.79"
"14,22,12669.03,12428.87"
"14,23,30154.93,32408.75"
"14,24,8759.7,9074.39"
"14,25,10955.38,12734.82"
"14,26,13185.75,13010.84"
"14,27,2732.48,2718.7"
"14,28,1950.88,1549.83"
"14,29,8224.51,7014.68"
"14,30,4928.94,3771.68"
"14,31,2798.6,3178.49"
"14,32,8083.79,7720.81"
"14,33,9307.8,9009.65"
"14,34,25005.05,22960.42"
"14,35,3644.39,3700.84"
"14,36,1560.95,2174.88"
"14,38,81545.6,84021.86"
"14,40,60254.06,60407.63"
"14,41,4077.44,4164.96"
"14,42,6639.76,6406.04"
"14,43,0.25,0.0"
"14,44,6178.72,5837.14"
"14,45,4.5,19.96"
"14,46,25377.12,23851.83"
"14,47,15.0,-65.0"
"14,49,13745.64,13495.92"
"14,50,1611.0,2090.0"
"14,51,13.38,2.96"
"14,52,2040.33,2503.76"
"14,54,-5.04,28.92"
"14,55,14159.81,8529.14"
"14,56,773.78,1121.92"
"14,58,13550.0,12000.0"
"14,59,276.09,217.26"
"14,60,234.0,360.0"
"14,67,11561.23,10653.97"
"14,71,6073.54,7120.56"
"14,72,63071.17,69389.31"
"14,74,16896.59,15857.37"
"14,77,198.0,159.0"
"14,78,12.88,0.0"
"14,79,28966.89,28133.28"
"14,80,30902.07,28856.34"
"14,81,35548.17,31414.28"
"14,82,31561.93,21580.65"
"14,83,7547.23,7104.27"
"14,85,1642.71,2000.79"
"14,87,16549.37,17169.39"
"14,90,96371.83,88422.49"
"14,91,74168.86,72196.75"
"14,92,164464.02,152511.55"
"14,93,46358.21,45081.22"
"14,94,52082.5,48198.4"
"14,95,121352.61,109526.8"
"14,96,3.0,1.98"
"14,97,21049.38,20209.73"
"14,98,15397.47,14365.6"
"14,99,90.0,750.0"
"15,1,21677.69,15744.7"
"15,2,23280.58,22798.92"
"15,3,7029.96,6579.58"
"15,4,12911.03,12596.73"
"15,5,15384.19,18593.51"
"15,6,1708.92,1938.14"
"15,7,20440.04,17827.07"
"15,8,20195.09,20383.23"
"15,9,14152.44,13545.28"
"15,10,10591.79,10938.34"
"15,11,11254.63,10895.75"
"15,12,3493.79,3171.83"
"15,13,17252.06,17714.49"
"15,14,9164.35,10777.0"
"15,16,2687.59,3389.21"
"15,17,10027.9,10482.91"
"15,18,7041.82,5133.8"
"15,19,1046.58,1211.85"
"15,20,3271.8,4118.47"
"15,21,2959.0,2507.53"
"15,22,5582.9,8609.79"
"15,23,19815.37,19816.74"
"15,24,4367.31,5113.91"
"15,25,7571.73,8936.9"
"15,26,4838.85,6007.51"
"15,27,1593.41,1550.67"
"15,28,1036.32,886.78"
"15,29,3837.51,3082.76"
"15,30,1947.34,1813.8"
"15,31,2343.69,1955.48"
"15,32,4229.74,3361.99"
"15,33,4770.0,5526.16"
"15,34,11964.47,13242.96"
"15,35,2354.25,2788.39"
"15,36,1230.69,1293.9"
"15,37,-2.5,0.0"
"15,38,49243.96,48454.95"
"15,40,27476.77,31422.29"
"15,41,1970.46,1011.13"
"15,42,3901.42,4042.59"
"15,43,3.0,3.0"
"15,44,4133.48,3806.29"
"15,45,19.86,-19.86"
"15,46,10997.11,9670.37"
"15,47,-28.0,189.5"
"15,48,240.0,13.96"
"15,49,10316.06,9163.82"
"15,50,2163.0,2113.0"
"15,51,9.96,9.96"
"15,52,1575.2,1351.43"
"15,54,45.92,28.92"
"15,55,5846.85,4256.85"
"15,56,811.1,932.77"
"15,58,900.0,1540.0"
"15,59,88.93,143.45"
"15,60,63.0,125.0"
"15,67,5937.75,4975.84"
"15,71,3985.52,3806.78"
"15,72,32262.23,33050.65"
"15,74,10451.74,11286.31"
"15,77,204.0,204.0"
"15,78,3.0,5.0"
"15,79,7687.24,7232.69"
"15,80,63.2,30.82"
"15,81,4313.34,4092.46"
"15,82,10721.75,9542.26"
"15,83,176.74,182.28"
"15,85,1906.98,3150.38"
"15,87,9525.71,10443.45"
"15,90,5421.62,5168.93"
"15,91,3335.84,3403.26"
"15,92,20264.37,19120.36"
"15,93,384.24,346.24"
"15,94,11.0,7.0"
"15,95,24452.7,22990.87"
"15,96,3427.45,2575.88"
"15,97,1390.72,1526.62"
"15,98,211.29,303.75"
"15,99,29.88,0.0"
"16,1,13400.65,12442.68"
"16,2,20163.06,20693.6"
"16,3,5770.47,6629.18"
"16,4,13124.69,14580.73"
"16,5,9557.94,12572.3"
"16,6,2167.7,3656.75"
"16,7,7285.14,6935.47"
"16,8,15279.13,14402.31"
"16,9,19293.44,111246.19"
"16,10,18290.34,13059.48"
"16,11,14969.81,16271.93"
"16,12,4062.09,4238.12"
"16,13,14427.22,13973.45"
"16,14,8158.68,8085.43"
"16,16,3581.51,1889.77"
"16,17,8171.16,9075.73"
"16,18,9216.89,5525.75"
"16,19,2255.15,2043.72"
"16,20,3310.61,3086.84"
"16,21,2611.09,2659.31"
"16,22,6957.78,6380.63"
"16,23,13297.65,12474.77"
"16,24,3041.05,2363.21"
"16,25,7428.52,5206.46"
"16,26,2341.06,2111.13"
"16,27,815.95,852.81"
"16,28,586.39,363.7"
"16,29,1638.01,1423.94"
"16,30,953.34,1141.72"
"16,31,1476.34,1193.03"
"16,32,3478.37,2904.44"
"16,33,3131.96,2258.37"
"16,34,5399.42,5455.99"
"16,35,48.88,80.82"
"16,36,1053.38,1359.92"
"16,38,32782.88,42311.34"
"16,40,26270.11,27089.79"
"16,41,663.94,1037.04"
"16,42,4291.78,4042.65"
"16,44,5755.17,5010.38"
"16,45,5.97,34.35"
"16,46,10185.7,9488.01"
"16,47,-400.0,375.0"
"16,48,499.0,297.0"
"16,49,28.58,14.85"
"16,51,1.98,2.0"
"16,52,1969.49,1959.22"
"16,54,16.0,25.64"
"16,55,4637.35,4911.81"
"16,56,733.1,1614.56"
"16,58,1460.0,1800.0"
"16,59,15.96,7.98"
"16,60,45.0,135.0"
"16,67,2751.15,3272.06"
"16,71,1918.35,1936.44"
"16,72,26632.47,27597.82"
"16,74,10019.69,9247.59"
"16,77,159.0,318.0"
"16,78,12.88,-12.88"
"16,79,4359.26,4057.92"
"16,80,553.9,650.16"
"16,81,3558.21,3973.02"
"16,82,8046.43,10023.51"
"16,83,106.0,199.96"
"16,85,1808.84,1830.54"
"16,87,11565.66,13156.35"
"16,90,7994.63,8358.93"
"16,91,6025.69,5845.76"
"16,92,23597.19,24368.21"
"16,93,791.16,871.68"
"16,94,1501.48,1381.28"
"16,95,25809.44,29025.48"
"16,96,92.24,85.71"
"16,97,2460.68,2857.6"
"16,98,88.77,99.64"
"16,99,59.76,0.0"
"17,1,39668.71,32681.0"
"17,2,43451.19,44326.26"
"17,3,13287.22,14059.86"
"17,4,25525.37,24199.11"
"17,5,23929.17,24820.19"
"17,6,2424.53,2884.16"
"17,7,13180.69,13071.99"
"17,8,20819.74,22170.77"
"17,9,19130.37,30113.76"
"17,10,18225.17,15792.77"
"17,11,15428.79,14408.55"
"17,12,7099.03,7761.36"
"17,13,22901.69,23260.27"
"17,14,12980.12,12460.57"
"17,16,3047.3,1228.51"
"17,17,10452.73,10463.29"
"17,18,19070.92,13328.98"
"17,19,6967.79,15000.98"
"17,20,2878.95,3768.07"
"17,21,3861.56,3677.43"
"17,22,5871.31,6913.41"
"17,23,18601.4,14024.49"
"17,24,7384.44,5110.87"
"17,25,11293.39,5197.65"
"17,26,12009.48,10250.47"
"17,27,2257.88,1758.7"
"17,28,2197.4,1788.63"
"17,29,3074.76,2801.61"
"17,30,2681.19,3159.71"
"17,31,3823.4,2087.58"
"17,32,5539.32,5717.4"
"17,33,7523.63,5497.05"
"17,34,10939.02,12787.96"
"17,35,1370.88,1341.93"
"17,36,1485.85,1163.99"
"17,38,70879.24,95596.11"
"17,40,50016.85,48077.13"
"17,41,24.0,16.0"
"17,42,3843.75,4367.42"
"17,44,10057.7,9383.57"
"17,45,17.94,38.85"
"17,46,28796.93,27430.1"
"17,47,-68.0,-259.0"
"17,48,3437.0,4085.0"
"17,49,30.88,35.64"
"17,51,-5.36,3.36"
"17,52,4144.04,4028.05"
"17,54,-11.0,87.76"
"17,55,11635.84,6563.6"
"17,56,82.2,128.23"
"17,58,1510.0,590.0"
"17,59,399.1,331.79"
"17,60,387.0,405.0"
"17,67,8634.78,7915.89"
"17,71,3652.15,2845.1"
"17,72,36690.34,45670.19"
"17,74,12954.07,13930.18"
"17,77,20.97,954.0"
"17,78,-19.76,9.88"
"17,79,27616.32,27785.29"
"17,80,1252.92,924.45"
"17,81,15855.85,15463.35"
"17,82,18505.76,18393.87"
"17,83,604.18,565.14"
"17,85,3910.82,3193.26"
"17,87,15015.83,16270.25"
"17,90,41870.6,41380.6"
"17,91,14318.51,15338.73"
"17,92,68052.93,66170.6"
"17,93,4262.39,4405.97"
"17,94,3227.4,2343.78"
"17,95,51697.72,54216.34"
"17,96,704.63,835.33"
"17,97,8404.32,8754.66"
"17,98,597.91,710.28"
"17,99,2.29,0.0"
"18,1,35198.5,22547.67"
"18,2,61082.86,57929.7"
"18,3,9929.02,10284.88"
"18,4,30371.8,27323.34"
"18,5,21466.31,23006.13"
"18,6,3212.84,3874.78"
"18,7,28305.05,25954.11"
"18,8,33880.77,31845.8"
"18,9,18809.08,9995.68"
"18,10,15671.66,16339.29"
"18,11,16922.99,18534.13"
"18,12,3855.48,3475.38"
"18,13,43219.77,42086.68"
"18,14,18941.94,24436.39"
"18,16,5060.51,4795.13"
"18,17,17741.17,14452.97"
"18,18,23402.78,16240.01"
"18,19,2435.45,2518.99"
"18,20,6831.11,7012.23"
"18,21,4130.41,3990.86"
"18,22,14520.65,15220.36"
"18,23,34150.91,33690.72"
"18,24,7290.09,8218.3"
"18,25,16932.77,17413.21"
"18,26,9701.51,11256.89"
"18,27,3083.2,3152.56"
"18,28,2316.79,1684.14"
"18,29,9657.13,10768.48"
"18,30,5917.68,4860.01"
"18,31,2459.71,2494.13"
"18,32,6842.45,7421.49"
"18,33,6841.77,8584.58"
"18,34,19055.36,18687.48"
"18,35,4034.94,4116.45"
"18,36,2320.55,2369.79"
"18,38,61940.58,57872.24"
"18,39,28.0,0.0"
"18,40,60018.08,59079.66"
"18,41,450.94,509.13"
"18,42,8046.23,6681.26"
"18,44,6626.8,5527.88"
"18,45,11.97,11.97"
"18,46,22651.95,21121.77"
"18,47,48.0,224.0"
"18,48,10.0,0.0"
"18,49,9405.73,12511.55"
"18,50,1042.0,1008.0"
"18,51,1.5,3.0"
"18,52,2226.1,2685.42"
"18,54,40.92,23.92"
"18,55,8752.39,6550.74"
"18,56,855.21,936.05"
"18,58,2175.0,6370.0"
"18,59,169.82,175.84"
"18,60,153.0,216.0"
"18,67,6612.4,6186.53"
"18,71,5721.31,5594.23"
"18,72,59084.72,51771.05"
"18,74,20132.84,19270.15"
"18,77,-9.0,318.0"
"18,78,3.0,-3.0"
"18,79,21832.43,21996.62"
"18,80,634.37,616.37"
"18,81,14036.52,12329.4"
"18,82,28394.02,14463.05"
"18,83,1622.36,1813.92"
"18,85,2374.69,1584.29"
"18,87,17935.77,19813.87"
"18,90,28935.82,26810.49"
"18,91,25552.73,24040.44"
"18,92,79880.45,68630.19"
"18,93,3040.58,3317.92"
"18,94,8188.72,8274.15"
"18,95,63251.27,54608.87"
"18,96,-11.51,-2.99"
"18,97,7883.3,7317.61"
"18,98,2304.62,2401.39"
"18,99,9.52,15.6"
"19,1,33686.67,23772.27"
"19,2,46788.18,46449.21"
"19,3,11691.02,10947.04"
"19,4,27783.22,28809.49"
"19,5,25760.45,25611.98"
"19,6,3857.38,3218.42"
"19,7,22844.02,29644.69"
"19,8,42484.11,43708.83"
"19,9,31404.13,37626.24"
"19,10,28101.78,33045.56"
"19,11,15790.65,16916.7"
"19,12,6370.86,5911.7"
"19,13,31426.88,31912.0"
"19,14,16746.9,16553.95"
"19,16,6855.51,6088.47"
"19,17,15292.5,16772.66"
"19,18,22735.49,14981.38"
"19,19,-1.94,0.75"
"19,20,4747.05,5560.19"
"19,21,5716.74,6254.42"
"19,22,9916.15,11701.46"
"19,23,28532.5,27528.56"
"19,24,4935.41,5428.61"
"19,25,11198.84,12142.37"
"19,26,7135.21,9400.17"
"19,27,3177.65,2773.01"
"19,28,1837.59,1310.8"
"19,29,5988.33,6049.62"
"19,30,3740.12,3534.42"
"19,31,3128.17,2525.66"
"19,32,5341.61,5210.4"
"19,33,5740.14,6039.32"
"19,34,15027.26,15529.2"
"19,35,2643.91,2775.16"
"19,36,1547.72,1789.88"
"19,37,3308.75,3553.76"
"19,38,69839.22,68727.55"
"19,39,28.31,8.94"
"19,40,52994.85,51474.68"
"19,41,3266.79,3145.48"
"19,42,6984.87,6607.77"
"19,44,7295.79,5113.46"
"19,45,15.0,2.25"
"19,46,18463.67,18199.23"
"19,47,-18.0,448.0"
"19,48,462.0,197.0"
"19,49,5009.53,5750.87"
"19,50,877.0,1237.0"
"19,51,9.96,9.96"
"19,52,1788.22,1669.23"
"19,54,28.92,34.92"
"19,55,10844.43,8607.92"
"19,56,1047.77,1716.18"
"19,58,8420.0,7760.0"
"19,59,240.24,306.76"
"19,60,351.0,459.0"
"19,67,11158.49,11592.12"
"19,71,4131.37,4830.52"
"19,72,66604.37,65738.89"
"19,74,15044.53,14574.87"
"19,77,700.0,700.0"
"19,78,10.0,15.0"
"19,79,17854.65,19085.85"
"19,80,20890.52,20174.75"
"19,81,20118.44,20233.93"
"19,82,20545.67,19398.55"
"19,83,2926.69,3159.95"
"19,85,4599.0,3928.76"
"19,87,20049.66,18658.46"
"19,90,64921.67,64746.44"
"19,91,47371.14,47677.09"
"19,92,109033.04,111288.85"
"19,93,32969.9,33428.14"
"19,94,31937.9,32038.28"
"19,95,85833.32,84269.04"
"19,96,14940.26,13888.31"
"19,97,16879.99,16995.67"
"19,98,13561.84,13532.21"
"19,99,80.0,870.0"
"20,1,55623.24,40958.43"
"20,2,71738.18,72108.34"
"20,3,10885.25,10187.36"
"20,4,49009.46,48732.66"
"20,5,43753.95,36795.8"
"20,6,6802.56,7620.23"
"20,7,64594.17,59021.74"
"20,8,81543.54,80737.08"
"20,9,37357.51,41607.01"
"20,10,51032.27,42972.82"
"20,11,20101.09,20785.63"
"20,12,8411.45,7096.3"
"20,13,52274.87,53400.87"
"20,14,20237.54,21686.04"
"20,16,4841.71,4591.16"
"20,17,18535.65,20037.44"
"20,18,22957.53,19233.89"
"20,19,-3.97,-44.82"
"20,20,4926.16,5856.26"
"20,21,11958.56,12238.31"
"20,22,11996.42,14342.43"
"20,23,32653.58,33218.67"
"20,24,9558.02,7182.59"
"20,25,15507.0,15913.13"
"20,26,13804.9,14858.5"
"20,27,2794.01,2518.46"
"20,28,1493.63,1378.47"
"20,29,7034.57,7592.34"
"20,30,4767.98,3956.1"
"20,31,2861.83,3024.03"
"20,32,10498.09,11415.56"
"20,33,9676.34,7714.09"
"20,34,20153.13,18517.41"
"20,35,5331.93,4210.71"
"20,36,2004.44,2108.12"
"20,37,4735.38,4102.04"
"20,38,108597.09,107033.57"
"20,40,87201.43,84053.39"
"20,41,6934.46,6775.73"
"20,42,9964.13,9199.7"
"20,44,10273.49,9911.65"
"20,45,20.94,11.97"
"20,46,29213.23,29183.91"
"20,47,38.0,-38.0"
"20,48,2437.0,4565.0"
"20,49,18650.94,24055.35"
"20,50,2486.5,2470.0"
"20,51,29.96,1.5"
"20,52,2562.04,3114.17"
"20,54,9.76,53.92"
"20,55,18965.73,12957.92"
"20,56,590.64,1420.96"
"20,58,6195.0,3345.0"
"20,59,526.01,546.6"
"20,60,531.0,630.0"
"20,67,16394.56,15746.33"
"20,71,6407.73,6957.65"
"20,72,86319.25,63571.41"
"20,74,18137.52,18989.52"
"20,77,-175.0,14.96"
"20,78,5.0,12.0"
"20,79,34659.33,34338.17"
"20,80,38326.84,41014.33"
"20,81,34302.02,36282.14"
"20,82,32798.62,31093.65"
"20,83,3863.3,4518.34"
"20,85,4807.21,5027.31"
"20,87,45057.81,37434.48"
"20,90,93460.57,96616.19"
"20,91,68510.86,75944.63"
"20,92,160785.98,171537.94"
"20,93,45077.0,50788.74"
"20,94,59836.84,60938.34"
"20,95,141644.44,146373.83"
"20,96,1.01,18.89"
"20,97,22627.7,24422.23"
"20,98,22042.55,20785.29"
"20,99,200.0,660.0"
"21,1,17417.37,15205.24"
"21,2,45086.05,44227.36"
"21,3,8472.29,8525.71"
"21,4,16549.33,17290.67"
"21,5,14560.82,13273.83"
"21,6,1721.05,1416.67"
"21,7,18901.07,16944.55"
"21,8,16066.44,15657.96"
"21,9,14822.42,14117.85"
"21,10,12538.6,12681.79"
"21,11,10170.58,9922.51"
"21,12,2475.61,3053.24"
"21,13,25437.03,25607.09"
"21,14,12839.17,12099.77"
"21,16,1354.08,1759.58"
"21,17,5775.76,6255.49"
"21,18,12669.05,7866.82"
"21,19,2068.97,1679.89"
"21,20,4428.92,3996.57"
"21,21,2993.57,2980.78"
"21,22,7964.78,6219.47"
"21,23,33724.7,31124.66"
"21,24,9739.17,7972.72"
"21,25,16775.68,15499.06"
"21,26,11819.2,10090.23"
"21,27,2574.93,1548.24"
"21,28,735.86,767.52"
"21,29,5058.1,4338.44"
"21,30,4318.48,4410.1"
"21,31,3668.43,2962.19"
"21,32,4805.04,5788.2"
"21,33,9098.5,7082.48"
"21,34,18124.24,16574.27"
"21,35,2191.29,1738.27"
"21,36,1376.48,1116.4"
"21,38,29891.62,25664.42"
"21,40,38642.59,36783.1"
"21,41,3607.14,1712.1"
"21,42,5704.4,5850.57"
"21,44,5534.94,4417.76"
"21,45,19.96,1.0"
"21,46,16432.01,16343.24"
"21,47,42.0,-42.0"
"21,48,-14.97,14.97"
"21,49,11692.02,9685.25"
"21,50,10.0,0.0"
"21,51,1.0,0.5"
"21,52,2975.42,2244.85"
"21,54,4.88,30.92"
"21,55,5374.32,5970.53"
"21,56,398.79,1376.16"
"21,58,640.0,1255.0"
"21,59,192.5,197.13"
"21,60,135.0,324.0"
"21,67,5009.14,4898.37"
"21,71,3878.9,4131.04"
"21,72,28988.28,32467.23"
"21,74,9257.78,8684.75"
"21,77,175.0,477.0"
"21,78,12.0,12.0"
"21,79,18356.24,18342.93"
"21,80,10.97,81.97"
"21,81,6087.83,5835.58"
"21,82,14190.06,13979.29"
"21,83,132.38,121.56"
"21,85,789.78,1049.81"
"21,87,5649.49,7874.92"
"21,90,11201.39,10680.3"
"21,91,6273.45,6447.13"
"21,92,24871.26,24301.85"
"21,93,499.9,494.54"
"21,94,523.25,91.7"
"21,95,36753.31,35198.98"
"21,96,2.0,0.0"
"21,97,3157.53,3026.76"
"21,98,28.12,34.82"
"21,99,29.88,29.88"
"22,1,38973.0,27092.03"
"22,2,51685.86,49749.94"
"22,3,7737.38,7539.29"
"22,4,37655.25,31939.03"
"22,5,22700.1,27806.48"
"22,6,2946.16,2914.42"
"22,7,24205.43,23473.18"
"22,8,42911.56,40878.31"
"22,9,26417.14,20887.23"
"22,10,20541.58,18530.92"
"22,11,11678.8,10891.92"
"22,12,3306.16,3897.24"
"22,13,40691.78,37511.01"
"22,14,16601.85,15870.12"
"22,16,4210.0,4163.92"
"22,17,15295.02,13438.54"
"22,18,27441.04,14365.46"
"22,19,2031.74,1132.8"
"22,20,4928.61,5162.89"
"22,21,5907.63,5162.16"
"22,22,10741.48,12145.92"
"22,23,30307.26,31008.08"
"22,24,8343.45,9872.98"
"22,25,10918.5,10655.6"
"22,26,9881.33,11383.09"
"22,27,2616.5,2867.05"
"22,28,1396.64,1245.75"
"22,29,7662.57,8378.2"
"22,30,3616.92,3479.88"
"22,31,3211.24,3336.75"
"22,32,5051.14,3976.19"
"22,33,8032.91,8354.74"
"22,34,22569.23,21419.22"
"22,35,4945.25,5711.68"
"22,36,2177.56,2305.14"
"22,38,75239.03,65305.99"
"22,40,59152.96,55669.18"
"22,41,775.94,444.0"
"22,42,8581.38,6728.44"
"22,44,8169.98,6665.41"
"22,45,23.94,23.94"
"22,46,21552.42,19498.19"
"22,47,-78.0,78.0"
"22,48,-42.05,14.97"
"22,49,20.94,23.91"
"22,51,9.96,9.96"
"22,52,2462.16,2204.2"
"22,54,70.84,45.52"
"22,55,9158.8,5781.72"
"22,56,645.05,1491.01"
"22,58,5680.0,925.0"
"22,59,343.56,289.44"
"22,60,567.0,369.0"
"22,67,12381.77,11175.19"
"22,71,3709.35,4078.76"
"22,72,65284.84,56591.38"
"22,74,15270.62,15042.64"
"22,77,198.0,198.0"
"22,78,12.0,12.0"
"22,79,17199.82,14506.72"
"22,80,1790.93,1681.4"
"22,81,13885.79,11314.66"
"22,82,28147.58,19134.07"
"22,83,1530.5,1384.26"
"22,85,2543.68,2438.15"
"22,87,14326.18,15994.9"
"22,90,25682.16,23450.3"
"22,91,21763.4,21592.96"
"22,92,65678.39,54441.35"
"22,93,2885.6,2482.96"
"22,94,3.88,23.28"
"22,95,65248.72,53684.07"
"22,96,6.5,6.0"
"22,97,5095.64,4656.24"
"22,98,229.21,390.4"
"22,99,27.15,0.0"
"23,1,57391.58,46203.34"
"23,2,66410.81,69170.0"
"23,3,12668.32,12836.48"
"23,4,28017.74,27475.36"
"23,5,35125.5,31088.58"
"23,6,4356.02,4015.18"
"23,7,33096.71,33593.2"
"23,8,40244.15,40995.3"
"23,9,41643.31,43075.85"
"23,10,27794.8,29590.68"
"23,11,25080.96,25569.87"
"23,12,5510.37,5036.52"
"23,13,36661.84,37233.08"
"23,14,30866.79,32298.46"
"23,16,4971.83,6048.56"
"23,17,25373.35,28397.17"
"23,18,27008.5,21461.82"
"23,19,1436.75,1124.91"
"23,20,9436.83,10293.47"
"23,21,8899.7,8652.2"
"23,22,19183.85,24174.9"
"23,23,51203.34,52318.1"
"23,24,11300.4,11909.38"
"23,25,15000.54,16445.37"
"23,26,13614.19,18453.0"
"23,27,4823.64,6152.41"
"23,28,2434.03,2169.05"
"23,29,11872.74,10114.62"
"23,30,6530.32,5361.58"
"23,31,4624.13,5629.44"
"23,32,8134.15,10029.1"
"23,33,10462.62,12005.5"
"23,34,24845.08,23672.5"
"23,35,4447.63,4620.91"
"23,36,2407.25,3572.2"
"23,38,46706.24,42139.4"
"23,40,62950.8,63991.46"
"23,41,2091.03,1973.25"
"23,42,12043.19,12911.64"
"23,44,8549.65,7873.36"
"23,45,10.47,10.47"
"23,46,32815.19,32946.28"
"23,47,279.0,-1.5"
"23,48,-44.91,197.0"
"23,49,30540.38,29619.68"
"23,50,7723.0,7930.0"
"23,51,29.96,89.88"
"23,52,2859.55,2465.29"
"23,54,32.76,10.0"
"23,55,12614.78,11305.64"
"23,56,1489.17,1804.82"
"23,58,5145.0,5650.0"
"23,59,354.37,547.34"
"23,60,126.0,108.0"
"23,67,13241.28,13933.6"
"23,71,9824.98,9832.46"
"23,72,51421.23,58041.44"
"23,74,35005.78,36106.31"
"23,77,198.0,408.0"
"23,78,12.88,-12.88"
"23,79,26685.99,29069.44"
"23,80,1564.84,1560.9"
"23,81,9131.38,9479.67"
"23,82,25884.17,24796.7"
"23,83,1062.54,1427.68"
"23,85,3935.06,4733.6"
"23,87,32810.03,33843.25"
"23,90,25010.53,24913.92"
"23,91,22229.8,22555.31"
"23,92,73499.33,73797.27"
"23,93,1882.72,2008.34"
"23,94,1039.84,23.28"
"23,95,53512.83,52480.28"
"23,96,14767.63,14050.69"
"23,97,6900.44,7208.3"
"23,98,163.15,212.52"
"23,99,29.88,0.0"
"24,1,26287.58,20259.99"
"24,2,38496.62,38178.18"
"24,3,7733.14,7877.41"
"24,4,28764.29,27506.27"
"24,5,22751.75,23337.35"
"24,6,3061.18,3009.26"
"24,7,21461.95,21570.92"
"24,8,55881.32,51912.1"
"24,9,22928.77,23541.87"
"24,10,27789.9,28665.78"
"24,11,15894.59,14464.67"
"24,12,4192.44,4240.34"
"24,13,29614.58,28550.26"
"24,14,14148.38,15470.12"
"24,16,5755.04,5698.83"
"24,17,14335.27,13824.58"
"24,18,18214.95,11289.52"
"24,19,80.21,143.7"
"24,20,3892.23,4292.29"
"24,21,4830.34,4868.36"
"24,22,9159.0,9891.63"
"24,23,24398.95,26361.65"
"24,24,4549.13,5440.69"
"24,25,11557.37,10277.01"
"24,26,7654.17,8036.57"
